Marca,Modelo,Anos_Compatibilidad,Tipo_Vehiculo,Categoria,Repuesto,Codigo_Repuesto,Descripcion_Repuesto,Estado_Disponibilidad
Maxus,eDeliver 3,2022-2024,100% Eléctrico,Filtros & Lubricantes,Filtro de Petróleo / Diésel,filtro-petroleo,Filtro de combustible con separador de agua para sistemas common rail.,Disponible
Maxus,eDeliver 3,2022-2024,100% Eléctrico,Filtros & Lubricantes,Filtro de Polen / Habitáculo,filtro-habitaculo,Filtro de polen con capa de carbón activado antibacteriano.,Disponible
Maxus,eDeliver 3,2022-2024,100% Eléctrico,Filtros & Lubricantes,Aceites de Motor 5W-30 / 5W-40,aceite-5w30,Aceite de motor 100% sintético con especificación ACEA C2/C3 para motores con DPF.,Disponible
Maxus,eDeliver 3,2022-2024,100% Eléctrico,Filtros & Lubricantes,Refrigerantes 50/50 OAT,refrigerantes,Líquido refrigerante / anticongelante de larga duración orgánico premezclado.,Disponible
Maxus,eDeliver 3,2022-2024,100% Eléctrico,Filtros & Lubricantes,Aditivos para Diésel y Motor,aditivos,"Tratamientos para sistema de inyección diésel, limpiadores y mejoradores de cetano.",Disponible
Maxus,eDeliver 3,2022-2024,100% Eléctrico,Filtros & Lubricantes,Aceite de Transmisión 75W-90 GL-5,aceite-transmision,"Aceite sintético para transmisiones manuales, diferenciales y cajas de transferencia.",Disponible
Maxus,eDeliver 3,2022-2024,100% Eléctrico,Filtros & Lubricantes,Desengrasantes Mecánicos,desengrasante,Desengrasante de alta potencia para limpieza de motor y componentes mecánicos.,Disponible
Maxus,eDeliver 3,2022-2024,100% Eléctrico,Suspensión & Dirección,Bandeja de Suspensión Delantera,bandeja-suspension,Bandejas de suspensión superior e inferior con bujes vulcanizados y rótula prensada.,Disponible
Maxus,eDeliver 3,2022-2024,100% Eléctrico,Suspensión & Dirección,Rótulas de Suspensión Reforzadas,rotula,Rótulas de acero forjado con guardapolvo de poliuretano.,Disponible
Maxus,eDeliver 3,2022-2024,100% Eléctrico,Suspensión & Dirección,Terminales y Axiales de Dirección,terminal-direccion,Terminales exteriores e interiores con rosca de precisión milimétrica.,Disponible
Maxus,eDeliver 3,2022-2024,100% Eléctrico,Suspensión & Dirección,Cremallera de Dirección Hidráulica,cremallera,Cremalleras de dirección hidráulica y electroasistida completas.,Disponible
Maxus,eDeliver 3,2022-2024,100% Eléctrico,Suspensión & Dirección,Amortiguadores Delanteros y Traseros,amortiguador,Amortiguadores a gas nitrógeno bitubo de respuesta progresiva.,Disponible
Maxus,eDeliver 3,2022-2024,100% Eléctrico,Embrague & Transmisión,Kit de Embrague Reforzado,kit-embrague,Kit de embrague completo con prensa de diafragma templado y disco orgánico.,Disponible
Maxus,eDeliver 3,2022-2024,100% Eléctrico,Embrague & Transmisión,Disco de Embrague de Repuesto,disco-embrague,Disco de embrague con forro de alta fricción y resortes amortiguadores dobles.,Disponible
Maxus,eDeliver 3,2022-2024,100% Eléctrico,Embrague & Transmisión,Rodamiento de Empuje / Collarín Hidráulico,rodamiento-empuje,Rodamiento de empuje mecánico y collarines hidráulicos concéntricos.,Disponible
Maxus,eDeliver 3,2022-2024,100% Eléctrico,Embrague & Transmisión,Cruceta de Cardán y Transmisión,cruceta-cardan,Crucetas de cardán con grasera de engrase y sellos laberinto de triple labio.,Disponible
Maxus,eDeliver 3,2022-2024,100% Eléctrico,Frenos,Pastillas de Freno Cerámicas Delanteras,pastillas-freno,Pastillas de formulación cerámica de bajo polvo y alto coeficiente de fricción.,Disponible
Maxus,eDeliver 3,2022-2024,100% Eléctrico,Frenos,Discos de Freno Ventilados,discos-freno,Discos de freno ventilados con aleación de alto contenido de carbono.,Disponible
Maxus,eDeliver 3,2022-2024,100% Eléctrico,Frenos,Bombas de Freno,bomba-freno,Cilindro maestro de freno de doble circuito con depósito de líquido.,Disponible
Maxus,eDeliver 3,2022-2024,100% Eléctrico,Frenos,Balatas de Freno,balatas-freno,Juegos de zapatas de freno traseras con forro de alta resistencia al calor.,Disponible
Maxus,eDeliver 3,2022-2024,100% Eléctrico,Frenos,Tambores de Freno,tambor-freno,Tambores traseros de fundición gris equilibrados dinámicamente.,Disponible
Maxus,eDeliver 3,2022-2024,100% Eléctrico,Frenos,Cilindro de Rueda / Freno Trasero,cilindro-freno,Cilindros receptores traseros con pistones de aluminio anodizado.,Disponible
Maxus,eDeliver 3,2022-2024,100% Eléctrico,Carrocería & Eléctrico,Ópticos y Focos,opticos-focos,Faros delanteros ópticos principales y focos traseros de alta durabilidad.,Disponible
Maxus,eDeliver 3,2022-2024,100% Eléctrico,Carrocería & Eléctrico,Kit de Ampolletas Halógenas / LED,ampolletas,"Ampolletas H4, H7, H11 en tecnología halógena de alto rendimiento y LED Canbus.",Disponible
Maxus,eDeliver 3,2022-2024,100% Eléctrico,Carrocería & Eléctrico,Alternador de Alto Amperaje,alternador,Alternadores de 110A a 150A con regulador electrónico incorporado.,Disponible
Maxus,eDeliver 3,2022-2024,100% Eléctrico,Carrocería & Eléctrico,Motor de Partida / Arranque Reforzado,motor-partida,Motores de arranque con sistema de reducción planetaria de alto torque.,Disponible
Maxus,eDeliver 3,2022-2024,100% Eléctrico,Carrocería & Eléctrico,Sensor de Velocidad ABS,sensor-abs,Sensores de velocidad de rueda ABS de alta precisión magnética.,Disponible
Toyota,Hilux,2005-2024,Pickup 4x4 / 4x2,Motor & Distribución,Kit de Distribución Completo,kit-distribucion,"Kit completo con correa o cadena dentada de alta resistencia, tensores automáticos y poleas de guía.",Disponible
Toyota,Hilux,2005-2024,Pickup 4x4 / 4x2,Motor & Distribución,Bomba de Agua Refrigeración,bomba-agua,Bomba de agua con rodamiento sellado y sellos cerámicos de alta eficiencia.,Disponible
Toyota,Hilux,2005-2024,Pickup 4x4 / 4x2,Motor & Distribución,Empaquetaduras de Motor,empaquetaduras,"Juegos de empaquetaduras de culata multilámina, múltiple de admisión/escape y tapa de válvulas.",Disponible
Toyota,Hilux,2005-2024,Pickup 4x4 / 4x2,Motor & Distribución,Correa de Accesorios Poly-V,correa-accesorios,"Correas Poly-V estriadas de alta durabilidad para alternador, bomba de dirección y compresor A/C.",Disponible
Toyota,Hilux,2005-2024,Pickup 4x4 / 4x2,Motor & Distribución,Tensor de Correa Automático,tensor-correa,Tensor automático con amortiguación hidráulica interna y polea termoplástica.,Disponible
Toyota,Hilux,2005-2024,Pickup 4x4 / 4x2,Motor & Distribución,Polea de Guía y Desvío,polea-guia,Poleas locas y de desvío con rodamientos sellados de doble hilera de bolas.,Disponible
Toyota,Hilux,2005-2024,Pickup 4x4 / 4x2,Filtros & Lubricantes,Filtro de Aceite Blindado,filtro-aceite,Filtro de aceite con válvula antidrenaje y papel filtrante de microfibra sintética.,Disponible
Toyota,Hilux,2005-2024,Pickup 4x4 / 4x2,Filtros & Lubricantes,Filtro de Aire Motor,filtro-aire,Filtro de aire con plisado de alta densidad para máxima retención de partículas.,Disponible
Toyota,Hilux,2005-2024,Pickup 4x4 / 4x2,Filtros & Lubricantes,Filtro de Petróleo / Diésel,filtro-petroleo,Filtro de combustible con separador de agua para sistemas common rail.,Disponible
Toyota,Hilux,2005-2024,Pickup 4x4 / 4x2,Filtros & Lubricantes,Filtro de Polen / Habitáculo,filtro-habitaculo,Filtro de polen con capa de carbón activado antibacteriano.,Disponible
Toyota,Hilux,2005-2024,Pickup 4x4 / 4x2,Filtros & Lubricantes,Aceites de Motor 5W-30 / 5W-40,aceite-5w30,Aceite de motor 100% sintético con especificación ACEA C2/C3 para motores con DPF.,Disponible
Toyota,Hilux,2005-2024,Pickup 4x4 / 4x2,Filtros & Lubricantes,Refrigerantes 50/50 OAT,refrigerantes,Líquido refrigerante / anticongelante de larga duración orgánico premezclado.,Disponible
Toyota,Hilux,2005-2024,Pickup 4x4 / 4x2,Filtros & Lubricantes,Aditivos para Diésel y Motor,aditivos,"Tratamientos para sistema de inyección diésel, limpiadores y mejoradores de cetano.",Disponible
Toyota,Hilux,2005-2024,Pickup 4x4 / 4x2,Filtros & Lubricantes,Aceite de Transmisión 75W-90 GL-5,aceite-transmision,"Aceite sintético para transmisiones manuales, diferenciales y cajas de transferencia.",Disponible
Toyota,Hilux,2005-2024,Pickup 4x4 / 4x2,Filtros & Lubricantes,Desengrasantes Mecánicos,desengrasante,Desengrasante de alta potencia para limpieza de motor y componentes mecánicos.,Disponible
Toyota,Hilux,2005-2024,Pickup 4x4 / 4x2,Suspensión & Dirección,Bandeja de Suspensión Delantera,bandeja-suspension,Bandejas de suspensión superior e inferior con bujes vulcanizados y rótula prensada.,Disponible
Toyota,Hilux,2005-2024,Pickup 4x4 / 4x2,Suspensión & Dirección,Rótulas de Suspensión Reforzadas,rotula,Rótulas de acero forjado con guardapolvo de poliuretano.,Disponible
Toyota,Hilux,2005-2024,Pickup 4x4 / 4x2,Suspensión & Dirección,Terminales y Axiales de Dirección,terminal-direccion,Terminales exteriores e interiores con rosca de precisión milimétrica.,Disponible
Toyota,Hilux,2005-2024,Pickup 4x4 / 4x2,Suspensión & Dirección,Cremallera de Dirección Hidráulica,cremallera,Cremalleras de dirección hidráulica y electroasistida completas.,Disponible
Toyota,Hilux,2005-2024,Pickup 4x4 / 4x2,Suspensión & Dirección,Amortiguadores Delanteros y Traseros,amortiguador,Amortiguadores a gas nitrógeno bitubo de respuesta progresiva.,Disponible
Toyota,Hilux,2005-2024,Pickup 4x4 / 4x2,Embrague & Transmisión,Kit de Embrague Reforzado,kit-embrague,Kit de embrague completo con prensa de diafragma templado y disco orgánico.,Disponible
Toyota,Hilux,2005-2024,Pickup 4x4 / 4x2,Embrague & Transmisión,Disco de Embrague de Repuesto,disco-embrague,Disco de embrague con forro de alta fricción y resortes amortiguadores dobles.,Disponible
Toyota,Hilux,2005-2024,Pickup 4x4 / 4x2,Embrague & Transmisión,Rodamiento de Empuje / Collarín Hidráulico,rodamiento-empuje,Rodamiento de empuje mecánico y collarines hidráulicos concéntricos.,Disponible
Toyota,Hilux,2005-2024,Pickup 4x4 / 4x2,Embrague & Transmisión,Cruceta de Cardán y Transmisión,cruceta-cardan,Crucetas de cardán con grasera de engrase y sellos laberinto de triple labio.,Disponible
Toyota,Hilux,2005-2024,Pickup 4x4 / 4x2,Frenos,Pastillas de Freno Cerámicas Delanteras,pastillas-freno,Pastillas de formulación cerámica de bajo polvo y alto coeficiente de fricción.,Disponible
Toyota,Hilux,2005-2024,Pickup 4x4 / 4x2,Frenos,Discos de Freno Ventilados,discos-freno,Discos de freno ventilados con aleación de alto contenido de carbono.,Disponible
Toyota,Hilux,2005-2024,Pickup 4x4 / 4x2,Frenos,Bombas de Freno,bomba-freno,Cilindro maestro de freno de doble circuito con depósito de líquido.,Disponible
Toyota,Hilux,2005-2024,Pickup 4x4 / 4x2,Frenos,Balatas de Freno,balatas-freno,Juegos de zapatas de freno traseras con forro de alta resistencia al calor.,Disponible
Toyota,Hilux,2005-2024,Pickup 4x4 / 4x2,Frenos,Tambores de Freno,tambor-freno,Tambores traseros de fundición gris equilibrados dinámicamente.,Disponible
Toyota,Hilux,2005-2024,Pickup 4x4 / 4x2,Frenos,Cilindro de Rueda / Freno Trasero,cilindro-freno,Cilindros receptores traseros con pistones de aluminio anodizado.,Disponible
Toyota,Hilux,2005-2024,Pickup 4x4 / 4x2,Carrocería & Eléctrico,Ópticos y Focos,opticos-focos,Faros delanteros ópticos principales y focos traseros de alta durabilidad.,Disponible
Toyota,Hilux,2005-2024,Pickup 4x4 / 4x2,Carrocería & Eléctrico,Kit de Ampolletas Halógenas / LED,ampolletas,"Ampolletas H4, H7, H11 en tecnología halógena de alto rendimiento y LED Canbus.",Disponible
Toyota,Hilux,2005-2024,Pickup 4x4 / 4x2,Carrocería & Eléctrico,Alternador de Alto Amperaje,alternador,Alternadores de 110A a 150A con regulador electrónico incorporado.,Disponible
Toyota,Hilux,2005-2024,Pickup 4x4 / 4x2,Carrocería & Eléctrico,Motor de Partida / Arranque Reforzado,motor-partida,Motores de arranque con sistema de reducción planetaria de alto torque.,Disponible
Toyota,Hilux,2005-2024,Pickup 4x4 / 4x2,Carrocería & Eléctrico,Sensor de Velocidad ABS,sensor-abs,Sensores de velocidad de rueda ABS de alta precisión magnética.,Disponible
Toyota,Hilux Revo,2016-2024,Pickup 4x4 / 4x2,Motor & Distribución,Kit de Distribución Completo,kit-distribucion,"Kit completo con correa o cadena dentada de alta resistencia, tensores automáticos y poleas de guía.",Disponible
Toyota,Hilux Revo,2016-2024,Pickup 4x4 / 4x2,Motor & Distribución,Bomba de Agua Refrigeración,bomba-agua,Bomba de agua con rodamiento sellado y sellos cerámicos de alta eficiencia.,Disponible
Toyota,Hilux Revo,2016-2024,Pickup 4x4 / 4x2,Motor & Distribución,Empaquetaduras de Motor,empaquetaduras,"Juegos de empaquetaduras de culata multilámina, múltiple de admisión/escape y tapa de válvulas.",Disponible
Toyota,Hilux Revo,2016-2024,Pickup 4x4 / 4x2,Motor & Distribución,Correa de Accesorios Poly-V,correa-accesorios,"Correas Poly-V estriadas de alta durabilidad para alternador, bomba de dirección y compresor A/C.",Disponible
Toyota,Hilux Revo,2016-2024,Pickup 4x4 / 4x2,Motor & Distribución,Tensor de Correa Automático,tensor-correa,Tensor automático con amortiguación hidráulica interna y polea termoplástica.,Disponible
Toyota,Hilux Revo,2016-2024,Pickup 4x4 / 4x2,Motor & Distribución,Polea de Guía y Desvío,polea-guia,Poleas locas y de desvío con rodamientos sellados de doble hilera de bolas.,Disponible
Toyota,Hilux Revo,2016-2024,Pickup 4x4 / 4x2,Filtros & Lubricantes,Filtro de Aceite Blindado,filtro-aceite,Filtro de aceite con válvula antidrenaje y papel filtrante de microfibra sintética.,Disponible
Toyota,Hilux Revo,2016-2024,Pickup 4x4 / 4x2,Filtros & Lubricantes,Filtro de Aire Motor,filtro-aire,Filtro de aire con plisado de alta densidad para máxima retención de partículas.,Disponible
Toyota,Hilux Revo,2016-2024,Pickup 4x4 / 4x2,Filtros & Lubricantes,Filtro de Petróleo / Diésel,filtro-petroleo,Filtro de combustible con separador de agua para sistemas common rail.,Disponible
Toyota,Hilux Revo,2016-2024,Pickup 4x4 / 4x2,Filtros & Lubricantes,Filtro de Polen / Habitáculo,filtro-habitaculo,Filtro de polen con capa de carbón activado antibacteriano.,Disponible
Toyota,Hilux Revo,2016-2024,Pickup 4x4 / 4x2,Filtros & Lubricantes,Aceites de Motor 5W-30 / 5W-40,aceite-5w30,Aceite de motor 100% sintético con especificación ACEA C2/C3 para motores con DPF.,Disponible
Toyota,Hilux Revo,2016-2024,Pickup 4x4 / 4x2,Filtros & Lubricantes,Refrigerantes 50/50 OAT,refrigerantes,Líquido refrigerante / anticongelante de larga duración orgánico premezclado.,Disponible
Toyota,Hilux Revo,2016-2024,Pickup 4x4 / 4x2,Filtros & Lubricantes,Aditivos para Diésel y Motor,aditivos,"Tratamientos para sistema de inyección diésel, limpiadores y mejoradores de cetano.",Disponible
Toyota,Hilux Revo,2016-2024,Pickup 4x4 / 4x2,Filtros & Lubricantes,Aceite de Transmisión 75W-90 GL-5,aceite-transmision,"Aceite sintético para transmisiones manuales, diferenciales y cajas de transferencia.",Disponible
Toyota,Hilux Revo,2016-2024,Pickup 4x4 / 4x2,Filtros & Lubricantes,Desengrasantes Mecánicos,desengrasante,Desengrasante de alta potencia para limpieza de motor y componentes mecánicos.,Disponible
Toyota,Hilux Revo,2016-2024,Pickup 4x4 / 4x2,Suspensión & Dirección,Bandeja de Suspensión Delantera,bandeja-suspension,Bandejas de suspensión superior e inferior con bujes vulcanizados y rótula prensada.,Disponible
Toyota,Hilux Revo,2016-2024,Pickup 4x4 / 4x2,Suspensión & Dirección,Rótulas de Suspensión Reforzadas,rotula,Rótulas de acero forjado con guardapolvo de poliuretano.,Disponible
Toyota,Hilux Revo,2016-2024,Pickup 4x4 / 4x2,Suspensión & Dirección,Terminales y Axiales de Dirección,terminal-direccion,Terminales exteriores e interiores con rosca de precisión milimétrica.,Disponible
Toyota,Hilux Revo,2016-2024,Pickup 4x4 / 4x2,Suspensión & Dirección,Cremallera de Dirección Hidráulica,cremallera,Cremalleras de dirección hidráulica y electroasistida completas.,Disponible
Toyota,Hilux Revo,2016-2024,Pickup 4x4 / 4x2,Suspensión & Dirección,Amortiguadores Delanteros y Traseros,amortiguador,Amortiguadores a gas nitrógeno bitubo de respuesta progresiva.,Disponible
Toyota,Hilux Revo,2016-2024,Pickup 4x4 / 4x2,Embrague & Transmisión,Kit de Embrague Reforzado,kit-embrague,Kit de embrague completo con prensa de diafragma templado y disco orgánico.,Disponible
Toyota,Hilux Revo,2016-2024,Pickup 4x4 / 4x2,Embrague & Transmisión,Disco de Embrague de Repuesto,disco-embrague,Disco de embrague con forro de alta fricción y resortes amortiguadores dobles.,Disponible
Toyota,Hilux Revo,2016-2024,Pickup 4x4 / 4x2,Embrague & Transmisión,Rodamiento de Empuje / Collarín Hidráulico,rodamiento-empuje,Rodamiento de empuje mecánico y collarines hidráulicos concéntricos.,Disponible
Toyota,Hilux Revo,2016-2024,Pickup 4x4 / 4x2,Embrague & Transmisión,Cruceta de Cardán y Transmisión,cruceta-cardan,Crucetas de cardán con grasera de engrase y sellos laberinto de triple labio.,Disponible
Toyota,Hilux Revo,2016-2024,Pickup 4x4 / 4x2,Frenos,Pastillas de Freno Cerámicas Delanteras,pastillas-freno,Pastillas de formulación cerámica de bajo polvo y alto coeficiente de fricción.,Disponible
Toyota,Hilux Revo,2016-2024,Pickup 4x4 / 4x2,Frenos,Discos de Freno Ventilados,discos-freno,Discos de freno ventilados con aleación de alto contenido de carbono.,Disponible
Toyota,Hilux Revo,2016-2024,Pickup 4x4 / 4x2,Frenos,Bombas de Freno,bomba-freno,Cilindro maestro de freno de doble circuito con depósito de líquido.,Disponible
Toyota,Hilux Revo,2016-2024,Pickup 4x4 / 4x2,Frenos,Balatas de Freno,balatas-freno,Juegos de zapatas de freno traseras con forro de alta resistencia al calor.,Disponible
Toyota,Hilux Revo,2016-2024,Pickup 4x4 / 4x2,Frenos,Tambores de Freno,tambor-freno,Tambores traseros de fundición gris equilibrados dinámicamente.,Disponible
Toyota,Hilux Revo,2016-2024,Pickup 4x4 / 4x2,Frenos,Cilindro de Rueda / Freno Trasero,cilindro-freno,Cilindros receptores traseros con pistones de aluminio anodizado.,Disponible
Toyota,Hilux Revo,2016-2024,Pickup 4x4 / 4x2,Carrocería & Eléctrico,Ópticos y Focos,opticos-focos,Faros delanteros ópticos principales y focos traseros de alta durabilidad.,Disponible
Toyota,Hilux Revo,2016-2024,Pickup 4x4 / 4x2,Carrocería & Eléctrico,Kit de Ampolletas Halógenas / LED,ampolletas,"Ampolletas H4, H7, H11 en tecnología halógena de alto rendimiento y LED Canbus.",Disponible
Toyota,Hilux Revo,2016-2024,Pickup 4x4 / 4x2,Carrocería & Eléctrico,Alternador de Alto Amperaje,alternador,Alternadores de 110A a 150A con regulador electrónico incorporado.,Disponible
Toyota,Hilux Revo,2016-2024,Pickup 4x4 / 4x2,Carrocería & Eléctrico,Motor de Partida / Arranque Reforzado,motor-partida,Motores de arranque con sistema de reducción planetaria de alto torque.,Disponible
Toyota,Hilux Revo,2016-2024,Pickup 4x4 / 4x2,Carrocería & Eléctrico,Sensor de Velocidad ABS,sensor-abs,Sensores de velocidad de rueda ABS de alta precisión magnética.,Disponible
Toyota,Land Cruiser Prado,2010-2024,SUV 4x4,Motor & Distribución,Kit de Distribución Completo,kit-distribucion,"Kit completo con correa o cadena dentada de alta resistencia, tensores automáticos y poleas de guía.",Disponible
Toyota,Land Cruiser Prado,2010-2024,SUV 4x4,Motor & Distribución,Bomba de Agua Refrigeración,bomba-agua,Bomba de agua con rodamiento sellado y sellos cerámicos de alta eficiencia.,Disponible
Toyota,Land Cruiser Prado,2010-2024,SUV 4x4,Motor & Distribución,Empaquetaduras de Motor,empaquetaduras,"Juegos de empaquetaduras de culata multilámina, múltiple de admisión/escape y tapa de válvulas.",Disponible
Toyota,Land Cruiser Prado,2010-2024,SUV 4x4,Motor & Distribución,Correa de Accesorios Poly-V,correa-accesorios,"Correas Poly-V estriadas de alta durabilidad para alternador, bomba de dirección y compresor A/C.",Disponible
Toyota,Land Cruiser Prado,2010-2024,SUV 4x4,Motor & Distribución,Tensor de Correa Automático,tensor-correa,Tensor automático con amortiguación hidráulica interna y polea termoplástica.,Disponible
Toyota,Land Cruiser Prado,2010-2024,SUV 4x4,Motor & Distribución,Polea de Guía y Desvío,polea-guia,Poleas locas y de desvío con rodamientos sellados de doble hilera de bolas.,Disponible
Toyota,Land Cruiser Prado,2010-2024,SUV 4x4,Filtros & Lubricantes,Filtro de Aceite Blindado,filtro-aceite,Filtro de aceite con válvula antidrenaje y papel filtrante de microfibra sintética.,Disponible
Toyota,Land Cruiser Prado,2010-2024,SUV 4x4,Filtros & Lubricantes,Filtro de Aire Motor,filtro-aire,Filtro de aire con plisado de alta densidad para máxima retención de partículas.,Disponible
Toyota,Land Cruiser Prado,2010-2024,SUV 4x4,Filtros & Lubricantes,Filtro de Petróleo / Diésel,filtro-petroleo,Filtro de combustible con separador de agua para sistemas common rail.,Disponible
Toyota,Land Cruiser Prado,2010-2024,SUV 4x4,Filtros & Lubricantes,Filtro de Polen / Habitáculo,filtro-habitaculo,Filtro de polen con capa de carbón activado antibacteriano.,Disponible
Toyota,Land Cruiser Prado,2010-2024,SUV 4x4,Filtros & Lubricantes,Aceites de Motor 5W-30 / 5W-40,aceite-5w30,Aceite de motor 100% sintético con especificación ACEA C2/C3 para motores con DPF.,Disponible
Toyota,Land Cruiser Prado,2010-2024,SUV 4x4,Filtros & Lubricantes,Refrigerantes 50/50 OAT,refrigerantes,Líquido refrigerante / anticongelante de larga duración orgánico premezclado.,Disponible
Toyota,Land Cruiser Prado,2010-2024,SUV 4x4,Filtros & Lubricantes,Aditivos para Diésel y Motor,aditivos,"Tratamientos para sistema de inyección diésel, limpiadores y mejoradores de cetano.",Disponible
Toyota,Land Cruiser Prado,2010-2024,SUV 4x4,Filtros & Lubricantes,Aceite de Transmisión 75W-90 GL-5,aceite-transmision,"Aceite sintético para transmisiones manuales, diferenciales y cajas de transferencia.",Disponible
Toyota,Land Cruiser Prado,2010-2024,SUV 4x4,Filtros & Lubricantes,Desengrasantes Mecánicos,desengrasante,Desengrasante de alta potencia para limpieza de motor y componentes mecánicos.,Disponible
Toyota,Land Cruiser Prado,2010-2024,SUV 4x4,Suspensión & Dirección,Bandeja de Suspensión Delantera,bandeja-suspension,Bandejas de suspensión superior e inferior con bujes vulcanizados y rótula prensada.,Disponible
Toyota,Land Cruiser Prado,2010-2024,SUV 4x4,Suspensión & Dirección,Rótulas de Suspensión Reforzadas,rotula,Rótulas de acero forjado con guardapolvo de poliuretano.,Disponible
Toyota,Land Cruiser Prado,2010-2024,SUV 4x4,Suspensión & Dirección,Terminales y Axiales de Dirección,terminal-direccion,Terminales exteriores e interiores con rosca de precisión milimétrica.,Disponible
Toyota,Land Cruiser Prado,2010-2024,SUV 4x4,Suspensión & Dirección,Cremallera de Dirección Hidráulica,cremallera,Cremalleras de dirección hidráulica y electroasistida completas.,Disponible
Toyota,Land Cruiser Prado,2010-2024,SUV 4x4,Suspensión & Dirección,Amortiguadores Delanteros y Traseros,amortiguador,Amortiguadores a gas nitrógeno bitubo de respuesta progresiva.,Disponible
Toyota,Land Cruiser Prado,2010-2024,SUV 4x4,Embrague & Transmisión,Kit de Embrague Reforzado,kit-embrague,Kit de embrague completo con prensa de diafragma templado y disco orgánico.,Disponible
Toyota,Land Cruiser Prado,2010-2024,SUV 4x4,Embrague & Transmisión,Disco de Embrague de Repuesto,disco-embrague,Disco de embrague con forro de alta fricción y resortes amortiguadores dobles.,Disponible
Toyota,Land Cruiser Prado,2010-2024,SUV 4x4,Embrague & Transmisión,Rodamiento de Empuje / Collarín Hidráulico,rodamiento-empuje,Rodamiento de empuje mecánico y collarines hidráulicos concéntricos.,Disponible
Toyota,Land Cruiser Prado,2010-2024,SUV 4x4,Embrague & Transmisión,Cruceta de Cardán y Transmisión,cruceta-cardan,Crucetas de cardán con grasera de engrase y sellos laberinto de triple labio.,Disponible
Toyota,Land Cruiser Prado,2010-2024,SUV 4x4,Frenos,Pastillas de Freno Cerámicas Delanteras,pastillas-freno,Pastillas de formulación cerámica de bajo polvo y alto coeficiente de fricción.,Disponible
Toyota,Land Cruiser Prado,2010-2024,SUV 4x4,Frenos,Discos de Freno Ventilados,discos-freno,Discos de freno ventilados con aleación de alto contenido de carbono.,Disponible
Toyota,Land Cruiser Prado,2010-2024,SUV 4x4,Frenos,Bombas de Freno,bomba-freno,Cilindro maestro de freno de doble circuito con depósito de líquido.,Disponible
Toyota,Land Cruiser Prado,2010-2024,SUV 4x4,Frenos,Balatas de Freno,balatas-freno,Juegos de zapatas de freno traseras con forro de alta resistencia al calor.,Disponible
Toyota,Land Cruiser Prado,2010-2024,SUV 4x4,Frenos,Tambores de Freno,tambor-freno,Tambores traseros de fundición gris equilibrados dinámicamente.,Disponible
Toyota,Land Cruiser Prado,2010-2024,SUV 4x4,Frenos,Cilindro de Rueda / Freno Trasero,cilindro-freno,Cilindros receptores traseros con pistones de aluminio anodizado.,Disponible
Toyota,Land Cruiser Prado,2010-2024,SUV 4x4,Carrocería & Eléctrico,Ópticos y Focos,opticos-focos,Faros delanteros ópticos principales y focos traseros de alta durabilidad.,Disponible
Toyota,Land Cruiser Prado,2010-2024,SUV 4x4,Carrocería & Eléctrico,Kit de Ampolletas Halógenas / LED,ampolletas,"Ampolletas H4, H7, H11 en tecnología halógena de alto rendimiento y LED Canbus.",Disponible
Toyota,Land Cruiser Prado,2010-2024,SUV 4x4,Carrocería & Eléctrico,Alternador de Alto Amperaje,alternador,Alternadores de 110A a 150A con regulador electrónico incorporado.,Disponible
Toyota,Land Cruiser Prado,2010-2024,SUV 4x4,Carrocería & Eléctrico,Motor de Partida / Arranque Reforzado,motor-partida,Motores de arranque con sistema de reducción planetaria de alto torque.,Disponible
Toyota,Land Cruiser Prado,2010-2024,SUV 4x4,Carrocería & Eléctrico,Sensor de Velocidad ABS,sensor-abs,Sensores de velocidad de rueda ABS de alta precisión magnética.,Disponible
Toyota,Fortuner,2016-2024,SUV 4x4,Motor & Distribución,Kit de Distribución Completo,kit-distribucion,"Kit completo con correa o cadena dentada de alta resistencia, tensores automáticos y poleas de guía.",Disponible
Toyota,Fortuner,2016-2024,SUV 4x4,Motor & Distribución,Bomba de Agua Refrigeración,bomba-agua,Bomba de agua con rodamiento sellado y sellos cerámicos de alta eficiencia.,Disponible
Toyota,Fortuner,2016-2024,SUV 4x4,Motor & Distribución,Empaquetaduras de Motor,empaquetaduras,"Juegos de empaquetaduras de culata multilámina, múltiple de admisión/escape y tapa de válvulas.",Disponible
Toyota,Fortuner,2016-2024,SUV 4x4,Motor & Distribución,Correa de Accesorios Poly-V,correa-accesorios,"Correas Poly-V estriadas de alta durabilidad para alternador, bomba de dirección y compresor A/C.",Disponible
Toyota,Fortuner,2016-2024,SUV 4x4,Motor & Distribución,Tensor de Correa Automático,tensor-correa,Tensor automático con amortiguación hidráulica interna y polea termoplástica.,Disponible
Toyota,Fortuner,2016-2024,SUV 4x4,Motor & Distribución,Polea de Guía y Desvío,polea-guia,Poleas locas y de desvío con rodamientos sellados de doble hilera de bolas.,Disponible
Toyota,Fortuner,2016-2024,SUV 4x4,Filtros & Lubricantes,Filtro de Aceite Blindado,filtro-aceite,Filtro de aceite con válvula antidrenaje y papel filtrante de microfibra sintética.,Disponible
Toyota,Fortuner,2016-2024,SUV 4x4,Filtros & Lubricantes,Filtro de Aire Motor,filtro-aire,Filtro de aire con plisado de alta densidad para máxima retención de partículas.,Disponible
